Division,Court,country,class,product,person,agent,Role,Town-Country,Longitude,Latitude
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Leaf tobacco,Nathan E. Berry,Nathan E. Berry,agent,"Baltimore, Maryland",-76.610807,39.290861
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"14 Sample fleeces of Saxony wool, grown in Dutchess county, New-York",Wm H Hooo,Wm H Hooo,agent,"New York City, NY",-70.934205,41.636215
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Sample fleeces of Saxony wool, grown in Dutchess county, New-York.",Wm. H. Hooo,Wm. H. Hooo,agent,"New York City, New York",-73.873601,40.685408
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of various maple woods in prepared and varnished logs.,Rich- ardson T. Hough,,manu.,"West Leyden, New York",-75.4637554,43.4594233
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of resin ; machine, wool and tanners' oils ; resin naphtha, tallow grease, naphtha and resin burning fluids ; bright Tarnish.",U. L. Hitchcock (presi- dent of Atlantic Oil Co.),,manu.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of variously colored furniture glue, or cement for wood, glass, mar- ble, china, and ornamental ware.",Henry Farncrook,,inv.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,American woods,Joseph E. Holmes,,,USA,-95.712891,37.09024
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"A French merino sheep (stuffed), life-like. A camlet sheep, life-like. Sam- ples of merino wool in the fleece.",Solomon W. Jewett,,prod.,"Middlebury, Vermont",-73.1673508,44.0153291
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of oils, spermaceti, sperm and patent candles.","Lyles, Polhamus & Co.",,manu.,"New York City, New York",-73.996064,40.709204
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimen of cut and ground dye woods. Extracts of dye woods.,Russell Stiles & Hubbard,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of New-Orleans long moss for upholstery purposes.,"Miller, Harris & Co.",,manu.,"New York City, New York",-73.989387,40.702599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimen bale of American dressed hemp.,Hon. John J. Hunter,,prod.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of stearic acid, adamantine and spermaceti candles, and blocks of same material.",Georqje T. Baker & Son,,manu.,"New Bedford, Massachusetts",-70.934205,41.6362152
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of fine sun-bleached wax, produced froin the ordinary American yellow wax.",Arthur Nrx,,prop.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Patent adamantine, sperm, wax, and colored candles. Specimens of white wax. [Class 2.]",Stanton & Nevin,,manu.,"New York City, New York",-74.002805,40.708607
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of dew-rotted and water-rotted flax. [In case with flax thread, Class 12].",James French,,prod.,"New York City, New York",-74.01024,40.706024
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Samples of wool from Bicknell sheep of six years' growth, and of extraor- dinary length.",James Bioknell,,prod.,"Aurora, New York",-76.7024485,42.7539591
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of spermaceti and patent candles. Various manufactured oils.,Samuel Judd's Sons A Co.,,manu.,"New York City, New York",-73.987736,40.702543
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of various maple woods in prepared and varnished logs.,Rich- ardson T. Hough,,manu.,"West Leyden, New York",-75.4637554,43.4594233
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Linseed oil; linseed oil cake.,T. G. & N. L. Rowe,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of pure lard oil for burning, and for all kinds of machinery.",Wm. Skene <fe Co.,,manu.,"Louisville, Kentucky",-85.7584557,38.2526647
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Section of sassafras (Laurus sassafras), and paw-paw trees ; and wild grape vine.",Wm. S. Mosely,,,"Madrid, Missouri",-89.5278547,36.5864488
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Glue of all qualities, and neats-foot oil.",Charles Cumming,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of starch.,Hoyer,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimen bale of fine staple cotton, grown in Mississippi.",Jefferson Nailer,,prod.,"Vicksburg, Mississippi",-90.877882,32.3526456
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Superfine lard oil in a glass cylinder, mounted on marble pedestal.",Burk- hart & Co.,,manu.,"Cincinnati, Ohio",-84.5120196,39.1031182
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of Missouri dew-rotted hemp, unhackled from the brake.",John H. Saunders,,prod.,"Sibley, Missouri",-94.1932796,39.1786169
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of glue and isinglass.,Gerker & Beckler,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Pearl starch manufactured from Indian corn.,William Colgate & Co.,,manu.,"New York City, New York",-74.007602,40.709165
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Potato starch and spermaceti eandles.,Mixer & Gilbert,,manu.,"Boston, Massachusetts",-71.0588801,42.3600825
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Bleached shellac and French varnishes.,Zinsser & Marx,,manu.,"New York City, New York",-74.0059413,40.7127837
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of candle3 and burning oils.,Litchfield & Co.,,manu.,"New York City, New York",-73.986244,40.702325
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Four bales of hemp,"Yeatman, Pittman & Co.",,prod.,"St. Louis, Missouri",-90.1994042,38.6270025
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Variety of varnishes.,Benjamin C. Horner,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Bale of Missouri dew-rotted hemp.,"Douglass & Beer, Dressers and Dealers",,,"St. Louis, Missouri",-90.1994042,38.6270025
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Potato starch for manufacturers' use.,"Spear, Burke & Co.",,manu.,"Boston, Massachusetts",-71.0588801,42.3600825
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Upland short staple cotton, grown in Alabama.",Joseph West,,prod.,"Eufala, Alabama",-85.1454876,31.8912717
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Samples of ""golden cotton.""",Dr. Samuel Bond,,prod.,"Green Bottom, Tennessee",-89.874,35.2045
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Sample bale of dew-rotted hemp.,Holiday & Dickey,,prod.,"Weston, Missouri",-94.9016298,39.4111092
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"A sample bale of "" Golden Cotton.""",John Pope,,prod.,"Memphis, Tennessee",-90.0489801,35.1495343
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Superfine Saxony wool.,Jesse P. Glllett,,prod.,"Manchester, Michigan",-84.037723,42.1503177
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Samples of glue.,Augustus H. Sawyer,,manu.,"Danvers, Massachusetts",-70.932122,42.5750009
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Bale of dew-rotted hemp.,"Baker, Bell & Co.",,prod.,"Weston, Missouri",-94.9016298,39.4111092
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of starch.,Louis Backes,,manu.,"St. Louis, Missouri",-90.1994042,38.6270025
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Adamantine candles.,George Suillito,,manu.,"Cincinnati, Ohio",-84.5120196,39.1031182
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Bale of cotton.,J. M. Batchelor,,prod.,"Rodney, Mississippi",-91.1998325,31.861272
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Fine fleece wool.,J. S. Thomas,,prod.,"Cadiz, Ohio",-80.9967628,40.2728452
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Samples of manufactured tobacco and segars,Wm. H. Watson,,,"Brooklyn, NY",-73.949582,40.650104
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Specimens of mustard, prepared in American, French, English, and German styles",G. C. Giesen,,,"New York CIty, NY",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Specimens of highly refined sugar,Havemeyers & Moller,,sugar refiners,"New York City, NY",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Manufactured mustard, with crude and prepared spices, and other articles used in the process of manufacture",William C. Wait,,manu,"Baltimore, Maryland",-76.610807,39.290861
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Sheaf of wheat,Charles Suydam,,prop.,Califorinia,-100.445882,39.78373
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Potatoes,Wm. Blackburn,,prop.,Califorinia,-100.445882,39.78373
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"Sugar manufactured directly from the cane, by a new process",PM La Pice,,,"St. James, Louisiana",-90.798952,30.009668
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,4 Specimens of various maple woods in prepared and varnished logs,Rich- ardson T Hough,,manu.,"West Leyden, NY",-0.127647,51.507322
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,5 Linseed oil; linseed oil cake,"Rowe, manu",,manu.,"Brooklyn, NY",-75.463788,43.459514
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"6 A sample bale of "" Golden Cotton","John Pope, prod",,prod.,"Memphis, TN",-73.949582,40.650104
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"7 A French merino sheep (stuffed), life-like","Solomon W Jewett, prod",,prod.,"Middlebury, VT",-90.051628,35.149022
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"8 Specimens of variously colored furniture glue, or cement for wood, glass, mar- ble, china, and ornamental ware","Henry Farncrook, inv",,inv. & manu.,"Elbridge, NY",-73.167074,44.014173
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"9 Samples of wool from Bicknell sheep of six years' growth, and of extraor- dinary length","James Bioknell, prod",,prod.,"Aurora, NY",-76.447991,43.034511
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,10 Specimens of spermaceti and patent candles,Samuel Judd's Sons A Co,,manu.,"New York City, NY",-78.64027,42.782155
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"11 Superfine lard oil in a glass cylinder, mounted on marble pedestal",Burk- Hart & Co,,manu.,"Cincinnati, Ohio",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,12 Specimens of New-Orleans long moss for upholstery purposes,Miller Harris & Co,,manu.,"New Orleans, Louisiana",-84.51246,39.101454
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"13 Specimens of stearic acid, adamantine and spermaceti candles, and blocks of same material","Baker & Son, manu",,manu.,"New Bedford, MA",-90.070116,29.949932
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,15 Bleached shellac and French varnishes,"Zinsser & Marx, manu",,manu.,"New York City, NY",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,16 Adamantine candles,"George Suillito, manu",,manu.,"Cincinnati, Ohio",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"17 Specimens of fine sun-bleached wax, produced froin the ordinary American yellow wax","Arthur Nrx, prop",,prop.,"New York City, NY",-84.51246,39.101454
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"19 Patent adamantine, sperm, wax, and colored candles",Stanton & Nevin,,manu.,"New York City, NY",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"20 Specimens of pure lard oil for burning, and for all kinds of machinery",Wm Skene <fe Co,,manu.,"Louisville, KY",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,21 Four bales of hemp---dressed and undressed,"Yeatman, Pittman & Co",,prod.,"St. Louis, Missouri",-85.759407,38.254238
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"23 Section of sassafras (Laurus sassafras), and paw-paw trees ; and wild grape vine",Wm S Mosely,,,"New Madrid, Missouri",-84.497039,38.046407
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,"24 Specimens of oils, spermaceti, sperm and patent candles","Lyles, Polhamus & Co",,manu.,"New York City, NY",-89.678094,36.574961
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,25 Specimen of cut and ground dye woods,"Russell Stiles & Hubbard, manu",,manu.,"Yonkers, NY",-73.986581,40.730599
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,26 Specimens of glue and isinglass,"Gerker & Beckler, manu",,manu.,"Philadelphia, PA",-73.898747,40.93121
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,27 Clean split American hemp and tarred hemp,"Richard Mansfield, manu",,manu.,"Falls of Schuylkill, PA",-75.16359,39.952399
A,"10, 16, 22",USA,4. Vegetable and Animal Substances,Two fleeces of fine American wool,"James Morgan, vrod Wilmineton, Clinton Co",,prod.,"Wilmington, Ohio",-75.16359,39.952399
A,Machine Arcade,USA,5. Machines and Railway,"Warner's patent suction, forcing and anti-freezing pumps.",A. W. Gat & Co.,A. W. Gat & Co.,agent,"New York City, New York",-74.006539,40.706422
A,Machine Arcade,USA,5. Machines and Railway,"14 Warner's patent suction, forcing and anti-freezing pumps",AW Gat & CO,AW Gat & CO,agent,"New York City, NY",-73.204835,41.167041
A,Machine Arcade,USA,5. Machines and Railway,"26 Model of railway ears with Livermore's self-coupling and track guide, to move upon a model of railway track",Edward J Durrant,Edward J Durrant,agent,"Lebanon, NH",-73.986581,40.730599
A,Machine Arcade,USA,5. Machines and Railway,"Model of railway ears with Livermore's self-coupling and track guide, to move upon a model of railway track.",Edward J. Durant,Edward J. Durant,agent,"Lebanon, New Hampshire",-72.2517569,43.6422934
A,Machine Arcade,USA,5. Machines and Railway,Dudgeon's patent portable hydraulic press.,Eliphalet Lyon,Eliphalet Lyon,agent,"New York City, New York",-73.983748,40.715207
A,Machine Arcade,USA,5. Machines and Railway,12 Dudgeon's patent portable hydraulic press,"Eliphalet Lyon, agent, 466 Grand street, New-York City","Eliphalet Lyon, agent, 466 Grand street, New-York City",agent,"New York City, NY",-73.983748,40.715207
A,Machine Arcade,USA,5. Machines and Railway,25 Dunn's patent telegraphic alarm for steam boilers (attached to one of the boilers in use m the Machine Arcade,Henry L Perrin,Henry L Perrin,agent,"New York City, NY",-75.45573,43.212847
A,Machine Arcade,USA,5. Machines and Railway,Dunn's patent telegraphic alarm for steam boilers (attached to one of the boilers in use m the Machine Arcade.),Henry L. Perrin,Henry L. Perrin,agent,"New York City, New York",-74.090032,40.64069
A,Machine Arcade,USA,5. Machines and Railway,Horizontal steam erigine.,Winter Iron Works,Jos. S. Winter,manu.,"Montgomery, Alabama",-86.2999689,32.3668052
A,Machine Arcade,USA,5. Machines and Railway,"Lahay""s self-acting railroad car brake.",-R. N. Havens,R. N. Havens,agent,"New York City, New York",-74.078213,40.64397
A,Machine Arcade,USA,5. Machines and Railway,"30 Patent steam engine regulator, comprising governor and valve",Samuel C,Samuel C,agent,"New York City, NY",-73.986581,40.730599
A,Machine Arcade,USA,5. Machines and Railway,"Patent steam engine regulator, comprising governor and valve.",Samuel C. Hills,Samuel C. Hills,agent,"New York City, New York",-74.006745,40.707542
A,Machine Arcade,USA,5. Machines and Railway,Rotary steam engine of peculiar construction.,Richard C. Bristol,,pat. & prop.,"Chicago, Illinois",-87.6297982,41.8781136
A,Machine Arcade,USA,5. Machines and Railway,"Original cylinder of the steamship ""Savannah,"" which in August, 1819, made the first steam voyage across the Atlantic. She was commanded by Capt. Moses Rogers, who received a silver tea-kettle from Lord Lyndock. A drawing and de- scription of the tea-kettle accompanies the cylinder. Complete cylinder of an oscillating beam engine constructed at the Allaire Works.",Allaire Works,,manu.,"New York City, New York",-73.979562,40.712371
